1	1.648485534
1.115	1.464157773
1.23	1.315979187
1.345	1.183596613
1.46	1.067534333
1.575	0.964128061
1.69	0.873550232
1.805	0.792902014
1.92	0.7071487
2.035	0.637423032
2.15	0.585951649
2.265	0.508923816
2.38	0.458626656
2.495	0.413896134
2.61	0.334828029
2.725	0.323097478
2.84	0.246234883
2.955	0.245765729
3.07	0.199424465
3.185	0.164751436
3.3	0.088926209
3.415	0.019116117
3.53	0.026057534
3.645	-0.026138658
3.76	-0.063578982
3.875	-0.107696575
3.99	-0.209487225
4.105	-0.216167938
4.22	-0.281302465
4.335	-0.298945265
4.45	-0.34969933
4.565	-0.388018195
4.68	-0.439280457
4.795	-0.488738027
4.91	-0.546625528
5.025	-0.583754804
5.14	-0.639037855
5.255	-0.709886505
5.37	-0.666115842
5.485	-0.751412089
5.6	-0.755661086
5.715	-0.778922958
5.83	-0.863935502
5.945	-0.85566611
6.06	-0.920298753
6.175	-1.108662625
6.29	-0.987786734
6.405	-0.963644428
6.52	-1.010876174
6.635	-1.054978252
6.75	-1.196997191
6.865	-1.357123984
6.98	-1.157725553
7.095	-1.267622831
7.21	-1.271538124
7.325	-1.317888328
7.44	-1.318635713
7.555	-1.387895642
7.67	-1.331806176
7.785	-1.370421012
7.9	-1.36963392
8.015	-1.352859585
8.13	-1.381904013
8.245	-1.320881223
8.36	-1.328780455
8.475	-1.519597208
8.59	-1.541779264
8.705	-1.340174426
8.82	-1.608938037
8.935	-1.644029357
9.05	-1.430455257
9.165	-1.307852935
9.28	-1.552112846
9.395	-1.668126909
9.51	-1.758518135
9.625	-1.518227032
9.74	-1.675577715
9.855	-1.552112846
9.97	-1.608438412
10.085	-1.609437912
10.2	-1.837594006
10.315	-1.909192566
10.43	-2.018158313
10.545	-1.817692851
10.66	-1.934475771
10.775	-2.089896
10.89	-2.113618993
11.005	-2.210917904
11.12	-2.251891979
11.235	-2.328929068
11.35	-2.538307427
11.465	-2.53451715
11.58	-2.683845512
11.695	-2.605042451
11.81	-2.448767603
11.925	-2.61319467
12.04	-4.635629393
12.155	-3.713172147
12.27	-2.676551534
12.385	-4.390058806
12.5	-4.000854219
12.615	-2.979858924
